item_type,item_age_years,item_condition,triage_action,user_age,app_sessions_per_month,distance_to_dropoff_km,points_redeemed_history,items_recycled_count
Peripherals,4.7,Fair,Refurbish,25,8,9.8,7647,0
Tablet,5.5,Fair,Refurbish,34,10,4.4,2543,2
Monitor,7.7,Good,Recycle,24,22,13.0,3859,7
Smartphone,1.4,Dead,Recycle,29,11,5.3,4778,4
Peripherals,6.3,Fair,Recycle,32,20,13.8,4394,4
Monitor,2.6,Dead,Recycle,46,17,7.3,3552,4
Peripherals,7.1,Good,Recycle,62,11,0.7,3155,2
Peripherals,7.8,Fair,Recycle,41,16,2.8,287,4
Smartphone,6.9,Excellent,Recycle,54,5,2.0,3705,0
Smartphone,9.0,Broken,Refurbish,31,10,1.1,516,3
Peripherals,4.4,Fair,Refurbish,28,26,10.9,2201,8
Laptop,9.3,Fair,Recycle,52,26,3.3,6577,8
Peripherals,5.5,Excellent,Recycle,34,20,12.7,8102,6
Peripherals,6.1,Good,Refurbish,44,5,4.3,3658,1
Tablet,8.0,Excellent,Recycle,61,20,1.0,6922,5
Tablet,0.7,Good,Refurbish,20,9,12.4,4286,3
Tablet,8.0,Fair,Recycle,19,3,7.3,3936,1
Laptop,7.6,Fair,Recycle,21,3,9.2,9361,2
Laptop,4.1,Fair,Refurbish,35,10,5.4,990,2
Peripherals,1.5,Fair,Refurbish,37,7,1.2,4971,5
Tablet,1.5,Good,Recycle,38,2,5.9,7721,0
Laptop,11.1,Good,Recycle,31,25,8.0,1851,6
Smartphone,8.4,Good,Refurbish,25,8,0.7,8189,4
Peripherals,2.0,Broken,Recycle,19,12,8.8,2709,2
Monitor,4.6,Fair,Refurbish,43,22,13.4,4007,5
Peripherals,7.3,Good,Refurbish,36,29,3.7,2621,11
Monitor,10.1,Good,Recycle,59,9,13.9,2178,1
Tablet,1.0,Dead,Recycle,45,11,1.9,838,4
Monitor,3.2,Broken,Recycle,46,19,12.5,9747,6
Tablet,10.7,Broken,Recycle,22,20,12.7,9414,5
Smartphone,0.6,Fair,Refurbish,60,23,4.2,4934,7
Monitor,2.8,Good,Refurbish,45,17,14.4,9625,3
Peripherals,11.5,Dead,Recycle,58,13,6.5,8104,3
Tablet,7.6,Broken,Recycle,43,1,2.5,7338,2
Peripherals,3.5,Good,Recycle,22,1,9.1,1168,1
Laptop,1.3,Broken,Recycle,32,28,15.0,7348,8
Tablet,0.8,Broken,Recycle,63,8,13.5,947,1
Monitor,3.3,Good,Refurbish,26,13,4.5,160,3
Tablet,10.6,Fair,Recycle,49,6,8.9,2627,2
Peripherals,5.3,Good,Refurbish,43,3,2.2,2535,1
Smartphone,8.8,Good,Recycle,54,16,7.2,2272,5
Tablet,11.1,Broken,Recycle,32,10,8.1,3463,4
Monitor,5.2,Good,Refurbish,58,7,5.1,4804,4
Laptop,2.7,Broken,Refurbish,21,22,7.5,160,7
Smartphone,6.4,Dead,Recycle,53,21,13.8,1784,5
Laptop,10.9,Excellent,Recycle,37,3,7.8,6598,2
Tablet,9.8,Fair,Recycle,44,14,12.5,3182,2
Peripherals,1.3,Broken,Recycle,38,16,5.1,3624,3
Peripherals,8.5,Broken,Recycle,39,4,14.6,8958,0
Monitor,7.1,Broken,Recycle,24,29,1.9,2027,9
Peripherals,10.9,Good,Recycle,64,13,9.0,8376,6
Smartphone,1.9,Fair,Refurbish,48,27,12.0,1896,9
Peripherals,6.6,Fair,Recycle,34,27,12.3,2404,6
Monitor,10.6,Dead,Recycle,24,1,3.4,2539,2
Tablet,5.2,Good,Refurbish,36,25,6.3,732,4
Tablet,6.0,Dead,Recycle,45,5,9.6,9813,1
Peripherals,1.3,Good,Recycle,27,18,5.1,577,6
Laptop,3.7,Dead,Recycle,44,12,10.0,2161,1
Tablet,4.2,Broken,Recycle,30,11,6.0,8569,3
Peripherals,11.4,Fair,Recycle,19,9,5.6,3848,1
Monitor,3.8,Fair,Refurbish,39,28,2.1,1308,10
Peripherals,5.8,Good,Refurbish,37,7,1.1,841,3
Tablet,8.2,Good,Recycle,60,14,12.6,2171,5
Monitor,2.4,Good,Refurbish,22,24,7.6,8347,4
Peripherals,6.1,Good,Refurbish,23,29,8.7,6253,7
Smartphone,9.0,Good,Refurbish,52,3,5.9,9894,0
Monitor,10.5,Broken,Recycle,18,16,2.5,3385,6
Smartphone,7.7,Fair,Recycle,52,7,7.0,4821,2
Laptop,8.2,Good,Recycle,20,27,3.8,5813,9
Monitor,2.0,Dead,Recycle,53,1,12.6,1413,0
Smartphone,11.4,Fair,Recycle,24,6,14.8,44,0
Tablet,2.0,Dead,Refurbish,46,26,13.4,1686,5
Tablet,9.4,Broken,Recycle,32,6,8.2,5236,3
Laptop,3.5,Good,Refurbish,28,27,9.6,6625,6
Monitor,11.2,Fair,Recycle,35,10,14.2,2725,1
Monitor,8.8,Fair,Recycle,61,12,8.3,9615,3
Monitor,9.2,Excellent,Recycle,21,22,9.8,8009,6
Laptop,3.0,Excellent,Refurbish,41,19,9.6,4014,3
Monitor,5.6,Good,Refurbish,28,6,10.8,5780,2
Tablet,7.6,Good,Recycle,23,14,9.8,4595,3
Smartphone,9.4,Fair,Recycle,35,3,10.2,8265,3
Tablet,1.7,Fair,Refurbish,32,10,11.0,3018,1
Tablet,11.6,Good,Refurbish,20,9,12.2,6292,3
Smartphone,10.7,Broken,Recycle,34,23,6.3,1560,6
Tablet,3.6,Fair,Refurbish,50,29,11.3,9083,10
Laptop,10.0,Good,Recycle,51,20,2.0,9438,8
Smartphone,6.5,Excellent,Recycle,47,19,13.2,472,2
Tablet,5.8,Excellent,Refurbish,36,22,4.7,5435,9
Peripherals,4.1,Fair,Refurbish,26,15,6.4,2217,5
Tablet,7.2,Good,Recycle,57,9,12.2,8892,1
Laptop,8.9,Fair,Recycle,61,19,9.7,52,2
Monitor,5.2,Fair,Refurbish,48,8,5.0,2987,4
Tablet,7.7,Fair,Recycle,44,22,3.8,8330,9
Monitor,8.5,Good,Refurbish,64,4,14.4,9589,1
Peripherals,8.7,Good,Recycle,42,5,1.8,2137,3
Tablet,1.1,Fair,Refurbish,24,19,0.6,827,7
Smartphone,10.4,Dead,Recycle,24,14,10.3,8164,5
Monitor,5.8,Broken,Refurbish,37,18,9.4,1248,4
Peripherals,3.5,Fair,Refurbish,61,25,11.2,4835,4
Smartphone,3.3,Fair,Refurbish,60,29,11.1,8377,9
Smartphone,6.1,Fair,Recycle,53,19,13.0,3442,5
Smartphone,10.7,Dead,Recycle,36,6,13.9,7402,0
Smartphone,4.9,Excellent,Recycle,19,5,11.7,3193,0
Tablet,9.1,Dead,Recycle,51,26,3.9,4928,8
Tablet,1.6,Broken,Recycle,34,11,7.2,9604,3
Tablet,6.0,Broken,Recycle,41,24,9.8,7596,6
Peripherals,11.9,Excellent,Recycle,26,5,8.3,2916,2
Peripherals,9.4,Fair,Recycle,18,27,2.8,9207,7
Peripherals,2.9,Fair,Refurbish,59,8,9.0,4537,3
Laptop,6.3,Good,Recycle,45,27,13.4,7051,7
Peripherals,3.2,Good,Refurbish,32,5,6.6,5645,0
Tablet,5.2,Dead,Recycle,38,11,10.2,4261,2
Tablet,9.5,Fair,Recycle,32,26,9.4,1935,7
Laptop,9.4,Fair,Recycle,40,13,6.0,8041,5
Laptop,3.1,Excellent,Refurbish,19,6,8.7,9660,2
Peripherals,11.1,Broken,Recycle,63,5,3.5,4538,0
Monitor,7.3,Broken,Recycle,53,18,8.4,4426,5
Laptop,4.9,Fair,Refurbish,26,26,12.1,1358,6
Smartphone,6.3,Fair,Recycle,19,10,11.5,1769,3
Tablet,7.5,Fair,Recycle,19,16,5.7,9381,3
Smartphone,6.9,Fair,Recycle,35,22,2.1,1192,7
Tablet,6.1,Good,Recycle,34,14,12.1,2816,4
Tablet,6.3,Dead,Recycle,58,23,4.3,6267,8
Laptop,2.5,Fair,Refurbish,25,15,1.3,7025,5
Laptop,9.8,Good,Recycle,51,3,7.0,4856,2
Smartphone,6.7,Fair,Recycle,51,3,11.2,5217,0
Tablet,2.0,Broken,Recycle,22,12,12.2,1042,3
Smartphone,9.3,Good,Recycle,61,23,14.7,5243,6
Monitor,11.2,Good,Recycle,46,15,3.2,8417,3
Smartphone,11.4,Broken,Recycle,45,11,4.8,6755,5
Peripherals,4.7,Good,Refurbish,33,10,9.3,6467,0
Smartphone,2.1,Broken,Recycle,31,20,12.3,3977,5
Peripherals,6.5,Good,Recycle,19,15,3.9,1883,4
Peripherals,1.8,Broken,Recycle,57,18,6.4,540,7
Peripherals,11.2,Excellent,Recycle,21,25,6.4,8837,8
Monitor,2.6,Excellent,Refurbish,58,14,11.7,5085,6
Smartphone,3.4,Dead,Recycle,48,29,4.0,4801,11
Smartphone,5.2,Fair,Refurbish,43,25,14.5,4726,6
Monitor,4.9,Fair,Refurbish,44,6,7.9,7022,3
Tablet,9.6,Good,Recycle,51,14,4.6,1688,4
Laptop,5.7,Fair,Refurbish,48,16,4.6,9046,3
Smartphone,2.5,Fair,Recycle,28,2,0.8,6634,1
Laptop,3.6,Dead,Recycle,25,19,10.5,404,4
Monitor,6.4,Dead,Recycle,29,5,11.8,3343,0
Tablet,2.2,Fair,Refurbish,52,11,1.0,7811,6
Tablet,7.5,Fair,Recycle,62,11,9.0,7018,2
Tablet,7.0,Fair,Recycle,51,21,11.8,8711,6
Monitor,8.7,Broken,Recycle,30,29,6.0,1407,9
Peripherals,11.3,Good,Recycle,44,25,6.8,9012,5
Peripherals,11.0,Good,Recycle,25,26,5.7,7030,8
Laptop,11.4,Excellent,Recycle,64,19,5.1,7359,6
Peripherals,3.3,Excellent,Refurbish,38,18,7.6,4530,4
Peripherals,2.0,Good,Refurbish,58,26,2.9,7928,8
Tablet,4.0,Fair,Refurbish,28,8,6.9,4067,2
Tablet,10.8,Broken,Refurbish,39,23,14.2,6206,1
Laptop,11.7,Fair,Recycle,38,12,0.9,2181,5
Smartphone,10.4,Good,Recycle,45,9,2.9,3232,4
Laptop,1.8,Excellent,Refurbish,20,3,11.8,8616,0
Laptop,11.4,Fair,Recycle,24,6,2.4,1551,2
Monitor,5.4,Good,Recycle,31,21,4.4,357,9
Monitor,0.6,Fair,Refurbish,32,21,7.1,1594,7
Laptop,5.6,Dead,Recycle,26,26,14.2,5128,5
Laptop,1.0,Good,Refurbish,60,24,3.2,9202,6
Laptop,6.8,Good,Recycle,24,1,13.9,8388,0
Peripherals,4.4,Fair,Refurbish,29,17,10.9,9225,5
Monitor,5.9,Dead,Recycle,36,3,10.2,9053,1
Laptop,7.6,Broken,Recycle,44,27,11.0,348,7
Tablet,10.5,Dead,Recycle,35,18,1.0,1658,6
Tablet,8.1,Good,Recycle,30,18,1.9,8766,6
Peripherals,5.5,Dead,Refurbish,60,2,5.4,1819,1
Peripherals,9.9,Good,Recycle,18,4,1.6,6471,1
Smartphone,10.9,Excellent,Recycle,55,1,14.8,5881,0
Smartphone,1.9,Dead,Recycle,38,10,8.9,6655,2
Smartphone,6.6,Dead,Recycle,51,25,7.6,9122,8
Peripherals,3.8,Excellent,Refurbish,30,5,11.9,4008,0
Peripherals,1.0,Good,Refurbish,62,5,14.7,6043,0
Peripherals,8.2,Excellent,Recycle,58,9,14.3,483,1
Tablet,10.4,Good,Recycle,40,14,12.0,3912,3
Peripherals,2.4,Good,Refurbish,18,21,6.0,357,6
Tablet,9.8,Dead,Refurbish,40,13,1.5,8445,1
Smartphone,10.3,Broken,Recycle,45,13,1.9,9026,5
Smartphone,11.0,Broken,Recycle,49,27,0.5,1190,13
Smartphone,3.6,Broken,Recycle,25,24,0.5,9895,9
Laptop,10.9,Fair,Recycle,43,27,14.1,4564,3
Laptop,4.2,Broken,Recycle,31,1,13.9,5979,0
Monitor,6.9,Fair,Recycle,41,17,10.2,8684,4
Monitor,1.1,Good,Recycle,46,20,11.0,3409,4
Monitor,1.0,Fair,Refurbish,21,8,7.9,8243,0
Laptop,8.8,Fair,Recycle,35,3,3.9,8453,0
Laptop,5.6,Broken,Recycle,31,17,13.8,1908,5
Monitor,3.4,Dead,Recycle,44,27,4.5,3646,9
Monitor,2.7,Fair,Refurbish,58,12,11.2,7715,2
Peripherals,8.2,Broken,Recycle,64,25,4.1,2377,9
Monitor,0.5,Excellent,Refurbish,20,25,13.1,4336,5
Peripherals,9.8,Broken,Recycle,47,25,9.9,5404,6
Tablet,1.4,Fair,Recycle,53,25,9.8,5958,6
Laptop,2.7,Excellent,Refurbish,40,18,1.9,1625,4
Monitor,4.9,Fair,Refurbish,35,14,6.6,5418,3
Laptop,6.1,Fair,Recycle,63,11,8.1,9420,5
Laptop,4.6,Good,Refurbish,64,27,4.8,4386,10
Laptop,4.2,Dead,Recycle,57,16,13.3,6354,3
Tablet,11.6,Excellent,Recycle,27,27,12.6,1389,6
Smartphone,7.9,Dead,Recycle,29,4,7.7,5909,3
Monitor,0.8,Broken,Recycle,58,18,5.4,1487,5
Smartphone,5.4,Good,Refurbish,25,7,12.1,6501,0
Smartphone,10.6,Fair,Recycle,49,11,3.4,9108,5
Smartphone,4.0,Broken,Recycle,34,16,1.5,710,3
Laptop,1.6,Fair,Refurbish,58,16,1.2,1886,5
Peripherals,9.2,Broken,Recycle,62,3,1.1,2216,2
Laptop,7.5,Fair,Recycle,31,25,7.6,1320,8
Laptop,7.1,Fair,Recycle,54,23,4.2,7906,6
Smartphone,1.1,Dead,Recycle,26,24,10.5,4445,6
Laptop,2.1,Good,Refurbish,43,9,10.0,4831,2
Smartphone,7.7,Fair,Recycle,41,8,8.4,7817,1
Peripherals,2.9,Good,Refurbish,40,7,5.6,6984,2
Monitor,6.3,Broken,Recycle,48,25,12.8,8592,7
Smartphone,6.8,Broken,Recycle,56,27,10.8,750,8
Peripherals,3.8,Good,Refurbish,61,17,4.4,5594,6
Monitor,11.4,Excellent,Recycle,19,11,7.8,7171,0
Tablet,10.2,Excellent,Recycle,35,4,2.8,7491,2
Smartphone,8.8,Fair,Recycle,33,4,5.3,1887,0
Smartphone,1.4,Fair,Refurbish,46,5,15.0,3685,2
Tablet,1.7,Dead,Recycle,28,8,3.7,1418,3
Tablet,6.2,Fair,Recycle,19,10,10.6,2603,2
Smartphone,2.3,Good,Refurbish,31,17,4.0,3771,8
Tablet,11.8,Dead,Recycle,21,6,14.1,5100,2
Laptop,2.3,Fair,Refurbish,56,9,5.0,9837,2
Monitor,6.1,Fair,Recycle,51,10,5.5,3487,1
Monitor,4.7,Excellent,Refurbish,63,8,9.1,9005,0
Monitor,7.9,Fair,Recycle,56,15,9.0,5910,2
Laptop,2.0,Dead,Recycle,26,18,8.9,6308,5
Tablet,5.4,Fair,Refurbish,57,23,8.8,4733,6
Peripherals,3.7,Good,Recycle,58,5,5.0,3169,0
Tablet,10.7,Fair,Recycle,24,18,6.8,1023,4
Smartphone,1.0,Dead,Recycle,34,27,9.1,9701,10
Monitor,11.0,Good,Recycle,40,1,10.2,1393,1
Tablet,10.1,Fair,Recycle,62,2,4.2,5239,3
Peripherals,3.9,Dead,Recycle,28,27,10.7,2346,6
Smartphone,9.6,Good,Recycle,39,10,13.9,855,2
Laptop,0.9,Broken,Recycle,35,6,11.5,9358,2
Laptop,11.6,Fair,Recycle,45,27,1.7,2754,11
Peripherals,6.6,Broken,Recycle,33,28,7.3,1665,8
Smartphone,4.0,Fair,Refurbish,59,24,6.8,4038,6
Monitor,4.7,Good,Refurbish,21,19,5.4,3687,4
Tablet,1.3,Broken,Recycle,53,21,7.6,1116,6
Smartphone,11.9,Good,Recycle,39,11,6.9,4542,3
Laptop,1.0,Fair,Refurbish,28,18,0.6,733,7
Peripherals,8.0,Good,Recycle,38,28,3.9,2921,7
Peripherals,5.6,Excellent,Refurbish,57,16,3.6,9898,7
Tablet,11.4,Dead,Recycle,58,8,5.6,3498,0
Peripherals,3.3,Fair,Refurbish,33,4,3.0,9316,4
Peripherals,6.6,Dead,Recycle,59,11,1.5,4717,4
Smartphone,6.0,Good,Refurbish,26,10,3.4,4854,6
Monitor,8.6,Fair,Recycle,52,16,12.9,1858,1
Tablet,1.3,Good,Refurbish,51,12,12.1,5473,4
Smartphone,2.7,Broken,Recycle,26,22,6.9,2513,5
Monitor,3.0,Broken,Recycle,30,3,13.2,4960,0
Smartphone,9.0,Good,Recycle,23,11,3.9,3515,6
Smartphone,2.7,Dead,Recycle,21,24,9.0,9989,8
Peripherals,7.1,Good,Recycle,63,16,2.6,2316,3
Monitor,3.0,Fair,Refurbish,45,24,12.6,2014,6
Tablet,10.4,Dead,Recycle,28,3,2.4,2167,4
Tablet,11.3,Dead,Recycle,51,28,1.0,3028,10
Monitor,6.5,Dead,Refurbish,52,25,4.5,9335,8
Peripherals,4.6,Good,Refurbish,22,10,13.6,4231,3
Laptop,3.2,Good,Refurbish,56,29,2.4,3148,10
Smartphone,1.1,Good,Recycle,28,21,5.3,7521,4
Peripherals,3.6,Fair,Refurbish,29,16,5.1,9127,5
Monitor,8.0,Broken,Recycle,60,26,12.1,0,7
Smartphone,6.6,Good,Recycle,36,25,6.6,8268,8
Tablet,11.4,Broken,Recycle,30,7,9.4,7611,1
Laptop,5.1,Good,Refurbish,21,15,6.4,2628,5
Tablet,8.5,Good,Recycle,31,15,8.5,6134,4
Monitor,6.1,Broken,Recycle,61,10,1.4,573,1
Smartphone,6.4,Fair,Recycle,19,3,5.9,1548,0
Monitor,3.6,Broken,Recycle,25,6,12.9,8377,1
Smartphone,5.7,Good,Refurbish,39,26,10.5,6045,8
Peripherals,5.9,Broken,Recycle,30,18,14.7,3492,2
Laptop,8.6,Excellent,Recycle,38,22,11.9,8225,6
Peripherals,11.3,Good,Recycle,38,28,7.0,7839,9
Peripherals,4.3,Broken,Recycle,45,5,10.3,9812,0
Monitor,1.0,Dead,Recycle,50,16,11.8,5689,4
Laptop,6.2,Good,Recycle,46,13,4.4,1896,5
Smartphone,6.8,Good,Recycle,54,3,1.4,2455,3
Smartphone,2.4,Fair,Refurbish,39,15,6.4,9992,6
Tablet,9.2,Good,Recycle,43,23,2.6,5416,6
Smartphone,11.8,Broken,Recycle,28,27,4.5,5383,7
Monitor,11.4,Broken,Recycle,28,20,14.2,1405,6
Peripherals,2.8,Good,Refurbish,62,27,12.8,4538,8
Peripherals,10.6,Fair,Recycle,51,6,9.1,1186,2
Peripherals,8.6,Broken,Recycle,36,25,6.3,2139,8
Laptop,5.7,Good,Refurbish,54,28,4.3,2678,10
Smartphone,6.7,Fair,Refurbish,31,22,8.8,3794,6
Monitor,10.3,Excellent,Recycle,46,4,8.2,2719,0
Laptop,6.0,Fair,Refurbish,36,15,11.8,8048,4
Tablet,4.8,Good,Refurbish,54,26,14.0,4602,6
Monitor,6.2,Broken,Recycle,38,18,5.3,4450,8
Monitor,7.2,Fair,Refurbish,41,9,3.5,3957,5
Monitor,2.7,Good,Refurbish,43,20,6.3,6069,7
Peripherals,10.9,Broken,Recycle,58,4,6.8,8679,0
Monitor,8.3,Excellent,Recycle,29,16,1.1,278,4
Smartphone,7.8,Fair,Recycle,36,18,13.0,2591,2
Monitor,1.6,Fair,Recycle,64,5,14.9,8841,0
Peripherals,7.4,Good,Recycle,47,13,13.9,354,4
Monitor,1.9,Dead,Recycle,32,6,13.0,2242,0
Tablet,1.4,Broken,Recycle,20,26,14.9,4899,5
Tablet,6.6,Excellent,Recycle,30,22,13.7,6236,5
Peripherals,5.1,Broken,Recycle,26,19,10.5,2480,3
Smartphone,7.3,Fair,Refurbish,30,12,2.9,557,4
Smartphone,1.5,Dead,Recycle,33,15,2.8,3486,5
Laptop,5.5,Good,Refurbish,31,9,1.2,161,2
Peripherals,2.5,Fair,Refurbish,25,7,6.5,6244,2
Monitor,11.9,Fair,Recycle,36,29,12.2,698,9
Peripherals,7.0,Fair,Recycle,49,14,7.6,3544,1
Laptop,8.4,Fair,Recycle,52,19,5.8,3777,6
Peripherals,4.2,Good,Refurbish,40,20,2.1,2205,3
Peripherals,1.6,Broken,Recycle,38,16,1.3,491,5
Laptop,11.7,Fair,Recycle,35,23,6.3,1992,8
Smartphone,3.8,Dead,Recycle,31,27,1.9,1032,10
Monitor,5.4,Good,Refurbish,33,24,2.0,3283,7
Laptop,8.0,Broken,Recycle,41,22,6.2,6016,6
Tablet,0.8,Dead,Recycle,49,4,7.8,4919,0
Smartphone,9.8,Broken,Recycle,28,12,3.2,5974,2
Tablet,6.7,Dead,Recycle,62,18,10.4,8977,5
Smartphone,3.7,Broken,Recycle,28,26,6.6,1833,6
Monitor,1.2,Fair,Refurbish,21,8,1.8,991,4
Monitor,2.4,Fair,Refurbish,43,17,9.7,6984,3
Peripherals,10.8,Good,Recycle,63,25,5.7,6346,7
Tablet,8.4,Fair,Recycle,22,24,1.3,1783,9
Smartphone,3.4,Good,Refurbish,53,3,14.2,5184,0
Monitor,1.3,Broken,Recycle,50,26,8.8,1184,8
Laptop,8.4,Fair,Recycle,31,4,7.4,1668,1
Monitor,7.1,Fair,Recycle,49,10,13.0,6833,0
Laptop,5.2,Good,Refurbish,24,16,14.1,5824,3
Smartphone,4.7,Dead,Recycle,27,20,3.7,571,6
Monitor,3.0,Excellent,Refurbish,19,2,12.2,4300,0
Monitor,8.2,Excellent,Recycle,27,12,12.6,3738,2
Smartphone,11.7,Good,Recycle,52,16,1.3,583,4
Monitor,2.5,Dead,Recycle,38,27,10.8,7323,7
Laptop,7.4,Dead,Recycle,57,10,1.4,8499,3
Monitor,5.4,Broken,Recycle,59,5,9.1,8253,0
Tablet,5.6,Dead,Recycle,25,29,10.2,7540,6
Peripherals,3.4,Good,Recycle,63,12,5.8,5579,2
Laptop,10.0,Dead,Recycle,35,3,13.3,4570,1
Tablet,6.1,Good,Recycle,26,12,12.1,5691,2
Smartphone,6.7,Good,Refurbish,58,27,13.9,1959,9
Laptop,4.0,Good,Refurbish,47,1,5.1,8030,3
Peripherals,2.6,Fair,Refurbish,21,2,0.8,5126,3
Peripherals,1.5,Broken,Recycle,52,11,12.3,3762,0
Smartphone,8.7,Fair,Recycle,31,12,3.7,2786,6
Smartphone,2.8,Dead,Refurbish,31,7,7.3,1542,1
Laptop,8.4,Fair,Recycle,54,1,12.4,1675,0
Monitor,5.0,Good,Refurbish,37,28,3.6,33,8
Smartphone,5.3,Fair,Refurbish,46,13,5.0,2799,3
Monitor,5.9,Broken,Recycle,40,13,6.9,7496,4
Tablet,4.7,Broken,Recycle,64,2,4.4,1855,4
Peripherals,1.7,Fair,Recycle,38,10,7.2,6923,0
Monitor,4.1,Fair,Recycle,48,23,0.6,2685,11
Peripherals,8.1,Good,Refurbish,49,1,3.6,1057,3
Monitor,8.2,Fair,Recycle,58,7,12.6,6938,0
Tablet,3.8,Dead,Refurbish,24,13,6.5,4501,3
Smartphone,5.8,Excellent,Refurbish,30,24,9.7,7597,4
Tablet,2.7,Dead,Recycle,40,27,3.9,6571,7
Smartphone,2.9,Fair,Recycle,25,29,9.9,4388,7
Smartphone,0.8,Good,Recycle,29,2,15.0,6022,0
Peripherals,10.8,Dead,Recycle,53,20,9.1,2627,5
Tablet,2.9,Fair,Refurbish,33,7,9.6,3820,2
Monitor,3.1,Good,Refurbish,43,17,2.1,7247,7
Tablet,3.7,Good,Refurbish,46,22,6.3,3643,7
Peripherals,2.0,Good,Refurbish,46,5,13.0,6191,0
Smartphone,7.9,Broken,Recycle,23,11,12.6,3762,3
Peripherals,1.4,Fair,Refurbish,54,22,8.1,5987,7
Laptop,2.0,Dead,Recycle,50,24,13.6,8798,6
Laptop,7.9,Good,Recycle,48,11,2.6,2355,3
Monitor,4.4,Good,Refurbish,63,11,10.0,1333,4
Peripherals,8.6,Excellent,Recycle,58,17,4.1,4008,7
Monitor,6.9,Fair,Recycle,35,19,9.9,2473,4
Monitor,3.4,Dead,Recycle,55,27,1.8,6143,6
Laptop,8.0,Broken,Recycle,64,29,14.2,3733,7
Monitor,1.8,Good,Refurbish,48,25,11.9,2086,5
Laptop,6.7,Dead,Refurbish,33,28,3.4,3350,10
Smartphone,5.5,Broken,Recycle,57,8,9.7,8567,2
Peripherals,3.6,Excellent,Refurbish,54,20,11.5,1952,2
Monitor,7.4,Broken,Recycle,31,27,3.5,3710,9
Laptop,10.5,Good,Recycle,56,14,1.9,1693,7
Tablet,12.0,Good,Recycle,21,10,5.6,8263,3
Monitor,7.5,Good,Refurbish,47,25,2.5,1774,8
Smartphone,5.2,Fair,Refurbish,50,7,8.7,573,1
Smartphone,3.1,Fair,Recycle,53,2,6.6,6485,0
Tablet,3.5,Good,Refurbish,47,17,7.2,4664,7
Laptop,6.0,Good,Recycle,31,1,8.4,5059,1
Monitor,4.7,Broken,Recycle,40,13,14.7,5362,1
Laptop,11.0,Dead,Recycle,45,19,12.0,4066,4
Smartphone,4.7,Broken,Recycle,24,29,9.6,6471,8
Laptop,4.8,Good,Refurbish,59,14,5.8,6113,5
Smartphone,4.9,Good,Refurbish,27,26,0.9,8344,9
Laptop,10.1,Good,Recycle,21,18,2.2,5374,6
Tablet,8.0,Good,Recycle,61,20,11.1,8920,3
Peripherals,7.6,Fair,Refurbish,55,14,5.9,9744,4
Tablet,4.3,Fair,Refurbish,30,15,5.3,3663,4
Tablet,9.9,Broken,Recycle,38,14,13.4,6694,1
Peripherals,0.9,Broken,Recycle,50,24,7.5,6141,8
Peripherals,10.5,Good,Recycle,57,5,13.5,6286,0
Monitor,6.4,Good,Recycle,45,16,13.4,6160,2
Monitor,5.1,Broken,Recycle,40,5,1.7,9191,5
Tablet,6.2,Good,Recycle,49,22,14.2,7142,5
Tablet,8.2,Good,Recycle,22,13,1.6,5021,6
Smartphone,0.6,Fair,Refurbish,43,28,14.5,6870,8
Smartphone,10.5,Good,Recycle,56,16,7.1,6308,4
Monitor,5.6,Excellent,Recycle,43,15,11.5,9326,4
Monitor,4.4,Broken,Recycle,20,5,10.7,4742,0
Smartphone,2.1,Dead,Recycle,41,21,8.0,3145,7
Smartphone,5.6,Good,Refurbish,51,23,9.5,8143,6
Laptop,6.2,Excellent,Recycle,51,6,14.3,2715,1
Laptop,5.1,Broken,Recycle,37,29,13.9,8545,7
Smartphone,8.3,Good,Recycle,47,13,10.0,5393,6
Laptop,5.3,Fair,Refurbish,59,16,10.0,9494,6
Peripherals,11.6,Excellent,Recycle,37,10,4.1,4082,0
Monitor,7.4,Good,Recycle,58,27,12.5,3731,7
Monitor,9.8,Broken,Refurbish,35,2,9.7,8701,0
Smartphone,1.8,Broken,Refurbish,55,13,12.5,1537,3
Tablet,5.1,Good,Recycle,37,17,10.0,8092,5
Smartphone,4.4,Good,Refurbish,23,1,4.8,177,0
Laptop,7.0,Good,Recycle,59,4,3.2,2376,1
Tablet,10.4,Excellent,Recycle,42,18,1.6,7738,5
Laptop,1.4,Dead,Recycle,58,6,9.0,8992,3
Peripherals,1.3,Broken,Recycle,58,28,4.6,6831,9
Laptop,10.3,Fair,Recycle,20,12,9.6,3243,3
Peripherals,2.9,Broken,Recycle,61,25,1.4,3666,9
Peripherals,8.2,Broken,Refurbish,60,26,5.9,937,6
Laptop,6.7,Broken,Recycle,63,27,4.3,3027,9
Laptop,10.1,Excellent,Recycle,36,26,5.9,2020,10
Peripherals,1.9,Good,Refurbish,27,24,1.3,7202,6
Tablet,2.0,Broken,Recycle,22,20,11.0,1974,5
Peripherals,6.9,Fair,Recycle,39,13,2.2,9710,6
Monitor,11.4,Dead,Recycle,26,28,0.7,1258,8
Peripherals,5.3,Broken,Recycle,50,2,14.2,7052,0
Tablet,4.3,Dead,Recycle,32,17,3.3,3110,6
Monitor,7.5,Good,Recycle,41,23,12.5,9434,4
Smartphone,11.2,Dead,Recycle,47,10,14.5,2753,0
Smartphone,10.1,Good,Recycle,53,19,8.2,5794,5
Tablet,11.9,Dead,Recycle,56,22,8.1,2675,6
Peripherals,0.8,Good,Recycle,23,5,5.8,419,3
